住所コード	都道府県コード	市区町村コード	町域コード	郵便番号	事業所フラグ	廃止フラグ	都道府県	都道府県カナ	市区町村	市区町村カナ	町域	町域カナ	町域補足	京都通り名	字丁目	字丁目カナ	補足	事業所名	事業所名カナ	事業所住所	新住所コード
480119400	23	23238	232380132	"480-1194"	1	0	"愛知県"	"アイチケン"	"長久手市"	"ナガクテシ"	"岩作三ケ峯"	"ヤザコサガミネ"						"愛知県立芸術大学"	"アイチケンリツゲイジユツダイガク"	"岩作三ケ峯１−１１４"	
470329500	23	23446	234460002	"470-3295"	1	0	"愛知県"	"アイチケン"	"知多郡美浜町"	"チタグンミハマチョウ"	"奥田"	"オクダ"						"日本福祉大学"	"ニホンフクシダイガク"	"奥田会下前３５−６"	
470329600	23	23446	234460002	"470-3296"	1	0	"愛知県"	"アイチケン"	"知多郡美浜町"	"チタグンミハマチョウ"	"奥田"	"オクダ"						"日本福祉大学　生活協同組合"	"ニホンフクシダイガク　セイカツキヨウドウクミアイ"	"奥田会下前３５−６"	
514129500	24	24201	242010069	"514-1295"	1	0	"三重県"	"ミエケン"	"津市"	"ツシ"	"大鳥町"	"オオドリチョウ"						"藤田保健衛生大学　七栗サナトリウム"	"フジタホケンエイセイダイガク　ナナクリサナトリウム"	"大鳥町４２４番地の１"	
514129600	24	24201	242010069	"514-1296"	1	0	"三重県"	"ミエケン"	"津市"	"ツシ"	"大鳥町"	"オオドリチョウ"						"藤田保健衛生大学　藤田記念七栗研究所"	"フジタホケンエイセイダイガク　フジタキネンナナクリケンキユウジヨ"	"大鳥町４２３番地"	
514850700	24	24201	242010119	"514-8507"	1	0	"三重県"	"ミエケン"	"津市"	"ツシ"	"栗真町屋町"	"クリママチヤチョウ"						"国立大学法人　三重大学"	"コクリツダイガクホウジン　ミエダイガク"	"栗真町屋町１５７７"	
512851200	24	24202	242020061	"512-8512"	1	0	"三重県"	"ミエケン"	"四日市市"	"ヨッカイチシ"	"萱生町"	"カヨウチョウ"						"四日市大学"	"ヨツカイチダイガク"	"萱生町１２００番地"	
515852200	24	24204	242040135	"515-8522"	1	0	"三重県"	"ミエケン"	"松阪市"	"マツサカシ"	"久保町"	"クボチョウ"						"三重中京大学短期大学部"	"ミエチユウキヨウダイガクタンキダイガクブ"	"久保町１８４６"	
515851100	24	24204	242040135	"515-8511"	1	0	"三重県"	"ミエケン"	"松阪市"	"マツサカシ"	"久保町"	"クボチョウ"						"三重中京大学"	"ミエチユウキヨウダイガク"	"久保町１８４６"	
510029300	24	24207	242070038	"510-0293"	1	0	"三重県"	"ミエケン"	"鈴鹿市"	"スズカシ"	"岸岡町"	"キシオカチョウ"						"鈴鹿医療科学大学"	"スズカイリヨウカガクダイガク"	"岸岡町１００１−１"	
510029800	24	24207	242070050	"510-0298"	1	0	"三重県"	"ミエケン"	"鈴鹿市"	"スズカシ"	"郡山町"	"コオリヤマチョウ"						"鈴鹿国際大学"	"スズカコクサイダイガク"	"郡山町６６３−２２２"	
513852000	24	24207	242070063	"513-8520"	1	0	"三重県"	"ミエケン"	"鈴鹿市"	"スズカシ"	"庄野町"	"ショウノチョウ"						"鈴鹿短期大学"	"スズカタンキダイガク"	"庄野町１２５０"	
513867000	24	24207	242070143	"513-8670"	1	0	"三重県"	"ミエケン"	"鈴鹿市"	"スズカシ"	"南玉垣町"	"ミナミタマガキチョウ"						"鈴鹿医療科学大学　白子キャンパス"	"スズカイリヨウカガクダイガク　シロコキヤンパス"	"南玉垣町３５００番地３"	
